Date,Open,High,Low,Close,Adj Close,Volume
2018-09-12,72.769997,73.019997,71.870003,72.570000,72.570000,1847780
2018-09-13,72.720001,72.739998,71.889999,72.019997,72.019997,2328540
2018-09-14,72.029999,73.050003,71.809998,72.809998,72.809998,3344520
2018-09-17,72.510002,74.209999,72.489998,74.070000,74.070000,3661700
2018-09-18,74.139999,75.699997,74.040001,75.349998,75.349998,3028650
2018-09-19,75.230003,76.239998,74.860001,75.269997,75.269997,2206310
2018-09-20,75.830002,76.139999,75.080002,75.330002,75.330002,1328510
2018-09-21,75.750000,77.230003,75.699997,76.500000,76.500000,4743350
2018-09-24,76.550003,76.589996,75.089996,75.199997,75.199997,2294840
2018-09-25,74.489998,75.919998,74.260002,75.879997,75.879997,2387950
2018-09-26,75.879997,76.669998,75.750000,75.849998,75.849998,2189330
2018-09-27,76.099998,77.290001,76.099998,77.070000,77.070000,1695860
2018-09-28,76.080002,77.089996,76.080002,76.610001,76.610001,1855010
2018-10-01,76.750000,76.750000,75.330002,75.800003,75.800003,2264870
2018-10-02,77.699997,78.879997,77.589996,78.779999,78.779999,6012150
2018-10-03,81.900002,82.199997,79.839996,80.290001,80.290001,6978050
2018-10-04,80.000000,80.550003,79.040001,79.879997,79.879997,4266170
2018-10-05,82.000000,82.000000,79.120003,79.449997,79.449997,6091660
2018-10-08,83.449997,84.470001,82.139999,83.639999,83.639999,10872240
2018-10-09,83.550003,83.599998,82.449997,83.000000,83.000000,4986960
2018-10-10,82.459999,82.459999,80.730003,80.730003,80.730003,2729900
2018-10-11,81.849998,81.849998,79.620003,80.150002,80.150002,4937760
2018-10-15,81.190002,81.309998,80.300003,80.459999,80.459999,3921070
2018-10-16,81.139999,82.910004,81.139999,82.599998,82.599998,4573770
2018-10-17,82.339996,83.160004,81.949997,82.720001,82.720001,2661050
2018-10-18,82.720001,82.720001,82.720001,82.720001,82.720001,0
2018-10-19,82.690002,82.690002,80.680000,81.220001,81.220001,2433690
2018-10-22,82.000000,82.760002,82.000000,82.620003,82.620003,2632190
2018-10-23,81.680000,82.570000,81.000000,82.290001,82.290001,4109760
2018-10-24,82.620003,82.879997,80.139999,80.150002,80.150002,3855400
2018-10-25,81.000000,81.849998,80.349998,81.029999,81.029999,5408391
2018-10-26,81.750000,82.709999,80.519997,82.709999,82.709999,8154990
2018-10-29,82.099998,82.879997,79.849998,80.809998,80.809998,17165950
2018-10-30,81.660004,83.949997,80.910004,83.760002,83.760002,10534910
2018-10-31,84.440002,84.930000,83.169998,84.080002,84.080002,4576470
2018-11-01,84.510002,85.879997,84.000000,85.250000,85.250000,5704260
2018-11-05,85.839996,86.379997,85.180000,86.099998,86.099998,3159060
2018-11-06,85.110001,86.230003,85.000000,85.279999,85.279999,3202760
2018-11-07,85.919998,86.309998,84.389999,84.589996,84.589996,4731060
2018-11-08,85.320000,85.470001,82.599998,82.599998,82.599998,6175380
2018-11-09,82.500000,83.190002,81.019997,82.519997,82.519997,7600390
2018-11-12,82.620003,83.180000,81.970001,82.349998,82.349998,4535460
2018-11-13,82.800003,82.970001,81.099998,81.639999,81.639999,5415070
2018-11-14,81.639999,82.650002,81.239998,82.650002,82.650002,5085040
2018-11-16,83.510002,85.300003,83.059998,85.300003,85.300003,4682340
2018-11-19,85.000000,85.050003,83.919998,84.300003,84.300003,2566430
2018-11-21,83.120003,84.279999,82.610001,84.279999,84.279999,3193560
2018-11-22,84.070000,84.540001,84.019997,84.300003,84.300003,1144740
2018-11-23,84.500000,84.510002,82.720001,83.029999,83.029999,3074100
2018-11-26,83.529999,84.040001,81.849998,82.339996,82.339996,5083550
2018-11-27,82.980003,84.949997,82.199997,84.489998,84.489998,5398670
2018-11-28,84.510002,86.279999,84.070000,86.000000,86.000000,5909730
2018-11-29,85.290001,86.730003,85.110001,86.379997,86.379997,4712190
2018-11-30,86.099998,87.040001,86.029999,86.370003,86.370003,5117810
2018-12-03,88.099998,88.150002,86.209999,86.489998,86.489998,5529260
2018-12-04,86.879997,87.199997,84.879997,85.230003,85.230003,5060820
2018-12-05,85.699997,86.059998,85.269997,86.029999,86.029999,1938500
2018-12-06,84.279999,85.680000,83.910004,85.540001,85.540001,4621160
2018-12-07,85.480003,86.800003,84.750000,84.930000,84.930000,4935450
2018-12-10,84.779999,85.169998,82.860001,82.860001,82.860001,5783250
2018-12-11,84.000000,84.400002,82.489998,83.500000,83.500000,4130900
2018-12-12,84.190002,84.800003,83.620003,83.900002,83.900002,4736440
2018-12-13,83.949997,84.730003,83.739998,84.279999,84.279999,2613820
2018-12-14,83.900002,85.040001,83.900002,84.209999,84.209999,3096280
2018-12-17,84.500000,84.639999,83.209999,83.239998,83.239998,5598400
2018-12-18,83.510002,84.199997,83.430000,83.500000,83.500000,3467550
2018-12-19,84.300003,84.949997,82.500000,82.500000,82.500000,4565100
2018-12-20,83.389999,83.510002,81.739998,82.419998,82.419998,5150770
2018-12-21,82.300003,83.489998,82.059998,82.440002,82.440002,5609610
2018-12-26,82.120003,82.430000,80.900002,82.139999,82.139999,3075130
2018-12-27,81.750000,82.699997,81.650002,82.650002,82.650002,1991620
2018-12-28,83.230003,85.000000,83.230003,84.599998,84.599998,1626090
2019-01-02,84.599998,88.260002,84.349998,87.900002,87.900002,5021260
2019-01-03,87.550003,88.400002,86.800003,88.000000,88.000000,4300220
2019-01-04,88.199997,89.449997,87.629997,88.500000,88.500000,2449750
2019-01-07,88.650002,89.320000,88.059998,88.480003,88.480003,2891360
2019-01-08,88.750000,88.970001,87.870003,88.830002,88.830002,3441770
2019-01-09,89.309998,90.370003,89.120003,90.320000,90.320000,8279800
2019-01-10,90.139999,90.690002,89.830002,90.419998,90.419998,2659920
2019-01-11,90.500000,90.540001,90.019997,90.379997,90.379997,2551310
2019-01-14,90.500000,91.209999,90.099998,91.209999,91.209999,4730780
2019-01-15,91.239998,91.330002,90.110001,90.610001,90.610001,3142940
2019-01-16,90.599998,91.150002,90.379997,91.150002,91.150002,2397860
2019-01-17,91.190002,92.300003,90.629997,91.970001,91.970001,6305700
2019-01-18,92.129997,93.000000,92.129997,92.610001,92.610001,4320330
2019-01-21,92.480003,92.639999,91.510002,92.639999,92.639999,4982260
2019-01-22,92.209999,92.699997,91.300003,91.400002,91.400002,4479240
2019-01-23,92.000000,93.209999,92.000000,93.099998,93.099998,5897270
2019-01-24,93.099998,94.169998,92.970001,94.169998,94.169998,3726980
2019-01-28,92.500000,92.839996,91.410004,92.080002,92.080002,5478580
2019-01-29,92.800003,93.339996,92.190002,92.190002,92.190002,1986330
2019-01-30,93.440002,93.669998,92.419998,93.519997,93.519997,3607100
2019-01-31,94.260002,94.949997,94.000000,94.000000,94.000000,4923640
2019-02-01,94.099998,94.580002,93.599998,94.360001,94.360001,4287810
2019-02-04,94.000000,95.099998,93.400002,95.029999,95.029999,4336200
2019-02-05,94.599998,95.099998,94.150002,94.800003,94.800003,3713770
2019-02-06,93.830002,93.830002,91.269997,91.269997,91.269997,6915540
2019-02-07,92.000000,92.250000,90.180000,91.000000,91.000000,4777200
2019-02-08,90.480003,92.139999,90.080002,91.699997,91.699997,5346560
2019-02-11,92.309998,92.320000,90.379997,90.989998,90.989998,4263240
2019-02-12,92.110001,93.169998,91.739998,92.449997,92.449997,3588110
2019-02-13,93.029999,93.330002,91.970001,92.599998,92.599998,6370360
2019-02-14,92.849998,94.540001,91.449997,94.339996,94.339996,7360300
2019-02-15,94.150002,94.800003,93.580002,94.040001,94.040001,5919580
2019-02-18,93.379997,93.690002,92.769997,92.980003,92.980003,4207220
2019-02-19,93.500000,94.709999,93.379997,93.779999,93.779999,4621560
2019-02-20,94.589996,95.040001,93.070000,93.169998,93.169998,5007090
2019-02-21,93.589996,93.739998,92.309998,93.580002,93.580002,3893250
2019-02-22,94.230003,94.440002,93.519997,94.440002,94.440002,3707580
2019-02-25,94.610001,94.690002,93.650002,93.769997,93.769997,4586540
2019-02-26,93.980003,94.449997,93.629997,94.120003,94.120003,3401590
2019-02-27,94.120003,94.320000,93.449997,93.839996,93.839996,1952730
2019-02-28,93.900002,94.040001,91.849998,91.849998,91.849998,5550710
2019-03-01,92.400002,92.570000,91.000000,91.080002,91.080002,4918040
2019-03-06,null,null,null,null,null,null
2019-03-07,91.050003,91.250000,90.360001,91.050003,91.050003,4568960
2019-03-08,90.580002,92.099998,89.940002,91.849998,91.849998,4265280
2019-03-11,92.019997,94.550003,92.019997,94.550003,94.550003,5859500
2019-03-12,94.750000,94.750000,93.790001,94.400002,94.400002,3715640
2019-03-13,94.250000,95.800003,93.910004,95.309998,95.309998,3291150
2019-03-14,95.489998,95.510002,94.269997,94.949997,94.949997,4123000
2019-03-15,95.040001,95.879997,94.970001,95.529999,95.529999,3981260
2019-03-18,95.779999,96.510002,95.589996,96.379997,96.379997,3708260
2019-03-19,96.489998,96.860001,95.809998,96.059998,96.059998,3608920
2019-03-20,95.949997,96.199997,94.349998,94.349998,94.349998,5568840
2019-03-21,94.309998,94.510002,92.019997,93.010002,93.010002,7555810
2019-03-22,91.699997,92.029999,90.019997,90.250000,90.250000,8327570
2019-03-25,89.970001,91.040001,89.680000,90.349998,90.349998,5493440
2019-03-26,91.010002,92.139999,90.580002,91.910004,91.910004,5045360
2019-03-27,90.849998,90.849998,88.099998,88.099998,88.099998,7435440
2019-03-28,88.730003,91.510002,88.230003,91.019997,91.019997,7048700
2019-03-29,92.129997,92.480003,91.440002,91.809998,91.809998,4560410
2019-04-01,92.919998,94.000000,92.309998,92.349998,92.349998,2571020
2019-04-02,93.040001,93.250000,91.320000,91.830002,91.830002,2509880
2019-04-03,92.739998,93.000000,90.720001,91.160004,91.160004,2622960
2019-04-04,91.500000,92.989998,90.959999,92.870003,92.870003,4166240
2019-04-05,93.099998,94.000000,92.690002,93.559998,93.559998,4907720
2019-04-08,93.629997,94.150002,93.250000,93.779999,93.779999,3201110
2019-04-09,93.449997,93.480003,92.040001,92.699997,92.699997,3076420
2019-04-10,93.199997,93.470001,92.199997,92.489998,92.489998,3987500
2019-04-11,92.480003,92.480003,90.750000,91.379997,91.379997,3551360
2019-04-12,90.330002,91.389999,89.199997,89.510002,89.510002,5979690
2019-04-15,89.940002,90.459999,89.349998,89.809998,89.809998,5289580
2019-04-16,89.800003,91.669998,89.519997,91.000000,91.000000,3697530
2019-04-17,91.250000,91.639999,88.940002,90.000000,90.000000,4989980
2019-04-18,90.400002,91.809998,90.010002,91.160004,91.160004,3583690
2019-04-22,91.000000,91.629997,90.309998,91.199997,91.199997,4705250
2019-04-23,91.599998,92.879997,91.599998,92.370003,92.370003,4173940
2019-04-24,92.680000,92.680000,90.730003,91.599998,91.599998,4950530
2019-04-25,91.500000,93.000000,90.769997,92.900002,92.900002,4130300
2019-04-26,92.800003,93.050003,92.150002,92.629997,92.629997,3333290
2019-04-29,92.959999,93.660004,92.550003,92.720001,92.720001,2609020
2019-04-30,92.870003,93.260002,92.180000,92.879997,92.879997,4047930
2019-05-02,92.190002,92.500000,91.849998,92.160004,92.160004,3620950
2019-05-03,92.389999,92.900002,92.349998,92.599998,92.599998,3125500
2019-05-06,91.489998,91.650002,91.110001,91.610001,91.610001,2161810
2019-05-07,91.099998,91.099998,89.349998,90.980003,90.980003,7240150
2019-05-08,91.300003,92.849998,91.300003,92.110001,92.110001,8210830
2019-05-09,91.589996,91.750000,90.500000,91.370003,91.370003,6550810
2019-05-10,91.330002,91.449997,89.849998,90.800003,90.800003,5778000
2019-05-13,89.290001,89.570000,88.250000,88.309998,88.309998,5917070
2019-05-14,90.000000,90.070000,88.239998,88.760002,88.760002,4370970
2019-05-15,87.839996,88.430000,87.000000,87.870003,87.870003,5413870
2019-05-16,87.610001,87.959999,86.510002,86.559998,86.559998,5774360
2019-05-17,86.510002,88.070000,86.120003,86.739998,86.739998,7489250
2019-05-20,86.769997,88.830002,86.559998,88.830002,88.830002,4908950
2019-05-21,89.199997,91.190002,88.629997,91.190002,91.190002,6582190
2019-05-22,92.000000,92.000000,90.489998,90.959999,90.959999,5976970
2019-05-23,90.400002,91.150002,89.879997,90.430000,90.430000,3612770
2019-05-24,91.059998,91.500000,90.120003,90.250000,90.250000,3423470
2019-05-27,90.949997,92.000000,90.910004,91.500000,91.500000,2618760
2019-05-28,91.779999,93.099998,91.290001,92.849998,92.849998,4719400
2019-05-29,92.430000,93.489998,92.220001,93.059998,93.059998,5373430
2019-05-30,93.070000,94.400002,92.809998,93.959999,93.959999,3634050
2019-05-31,93.650002,94.449997,93.250000,93.589996,93.589996,5129520
2019-06-03,94.010002,94.220001,92.889999,93.480003,93.480003,3878900
2019-06-04,94.010002,94.120003,93.059998,93.800003,93.800003,4426410
2019-06-05,94.139999,94.139999,92.199997,92.639999,92.639999,3568370
2019-06-06,93.370003,93.930000,92.639999,93.690002,93.690002,4547740
2019-06-07,94.019997,94.779999,93.639999,94.220001,94.220001,3326560
2019-06-10,93.849998,94.300003,93.250000,93.849998,93.849998,2693110
2019-06-11,94.449997,95.440002,94.300003,95.419998,95.419998,5078590
2019-06-12,95.300003,95.660004,94.250000,94.660004,94.660004,3780420
2019-06-13,95.059998,95.769997,94.940002,95.139999,95.139999,5022060
2019-06-14,95.089996,95.379997,94.000000,94.510002,94.510002,3777540
2019-06-17,94.239998,94.849998,94.080002,94.250000,94.250000,4085940
2019-06-18,95.449997,95.800003,94.860001,95.769997,95.769997,3726580
2019-06-19,95.769997,96.720001,95.339996,96.629997,96.629997,5060030
2019-06-21,97.320000,98.389999,97.320000,98.220001,98.220001,4936490
2019-06-24,98.309998,98.889999,97.849998,98.309998,98.309998,3636240
2019-06-25,98.160004,98.250000,96.220001,96.360001,96.360001,4868660
2019-06-26,96.959999,97.440002,96.480003,96.849998,96.849998,4274650
2019-06-27,96.449997,97.349998,95.730003,97.070000,97.070000,4567370
2019-06-28,97.620003,97.879997,97.110001,97.110001,97.110001,3172580
2019-07-01,98.599998,98.709999,97.430000,97.449997,97.449997,3408390
2019-07-02,97.699997,97.900002,96.230003,96.769997,96.769997,6646900
2019-07-03,99.379997,100.199997,99.370003,100.000000,100.000000,4635970
2019-07-04,100.000000,100.000000,100.000000,100.000000,100.000000,0
2019-07-05,99.489998,100.410004,98.900002,100.269997,100.269997,4040790
2019-07-08,100.480003,100.910004,100.199997,100.559998,100.559998,1696060
2019-07-10,101.800003,102.800003,101.559998,101.959999,101.959999,3795230
2019-07-11,101.959999,101.959999,101.000000,101.209999,101.209999,3255790
2019-07-12,101.650002,101.800003,100.050003,100.050003,100.050003,3267220
2019-07-15,100.800003,100.800003,99.699997,100.040001,100.040001,2894550
2019-07-16,100.370003,100.620003,99.529999,99.900002,99.900002,4863910
2019-07-17,100.160004,100.629997,99.910004,100.010002,100.010002,3360650
2019-07-18,100.209999,100.949997,100.120003,100.699997,100.699997,2699210
2019-07-19,100.650002,100.790001,99.559998,99.599998,99.599998,2632590
2019-07-22,100.000000,100.480003,99.750000,100.000000,100.000000,1711710
2019-07-23,100.410004,100.589996,99.680000,100.099998,100.099998,3282880
2019-07-24,100.120003,100.769997,100.070000,100.389999,100.389999,4363000
2019-07-25,100.349998,100.650002,98.599998,98.800003,98.800003,7070060
2019-07-26,99.379997,99.550003,98.449997,99.150002,99.150002,3616660
2019-07-29,99.150002,99.559998,98.720001,99.559998,99.559998,2292520
